,rmse,mape,r2
ARIMA,1.62938046052393,0.0009037753529292591,0.0
Random Walk,4.809864583083377,0.09557677903707046,0.594474670985008
Exponential Smoothing,2.4030620918044883,0.04486464313003617,0.0
Prophet,2.118976504271497,0.0886446728641235,0.0
