,rmse,mape,r2
ARIMA,0.6062232877362472,0.030298272775880625,0.0
Random Walk,2.0827221756582563,0.038518704191463894,0.5696694150626275
Exponential Smoothing,1.0580046382668828,0.23334921489798613,0.0
Prophet,0.8980967536645731,0.16544850025226693,0.0
