,rmse,mape,r2
ARIMA,0.5899805205037734,0.02982593663256459,0.0
Random Walk,1.8791064429093753,0.03591856160718548,0.5967971927061947
Exponential Smoothing,1.0327505564675465,0.2327498670735743,0.0
Prophet,0.8692707333100752,0.1671896658102669,0.0
