,rmse,mape,r2
ARIMA,1.1149832665209782,0.02813141236368556,0.0
Random Walk,1.7919632940151784,0.03825833338694017,0.5352008511401765
Exponential Smoothing,0.9767450345832146,0.22353094558265268,0.0
Prophet,0.8187378431707875,0.15323298653123024,0.0
