,rmse,mape,r2
ARIMA,0.9323393610312534,4.1931515380446553e-05,0.0
Random Walk,2.188414100804593,0.043861584668195126,-0.07061469566667133
Exponential Smoothing,1.2599168236593459,0.008316864730354407,0.0
Prophet,1.0314577782250902,0.014211184439699463,0.0
