,rmse,mape,r2
ARIMA,0.97462009781898,0.002491464291809923,0.0
Random Walk,2.4480415251207384,0.04632561618600497,-0.11251862952535086
Exponential Smoothing,1.3198155287843045,0.011699543821755956,0.0
Prophet,1.073860701708859,0.011222754028747513,0.0
