,rmse,mape,r2
ARIMA,1.0393959240208357,0.08585106829129581,0.0
Random Walk,2.8070318043225013,0.05528224682534519,0.5704216341417561
Exponential Smoothing,2.1949251117589386,0.00762656537581439,0.0
Prophet,1.3757043452163786,0.025952373193910677,0.0
