,rmse,mape,r2
ARIMA,0.927658749511921,0.07626824662207467,0.0
Random Walk,2.485457441892127,0.05266090902990945,0.5577630154388322
Exponential Smoothing,2.008717879038404,0.03354252005055384,0.0
Prophet,1.2601545748531056,0.00997897002226577,0.0
